iter	RMSE
222	0.1148023613
223	0.1145822698
224	0.1144187506
225	0.1142196566
226	0.1140010302
227	0.1138716275
228	0.1136284692
229	0.113398394
230	0.1131864329
231	0.1130314751
232	0.1128537618
233	0.1126978844
234	0.1125146885
235	0.1123117744
236	0.1121948253
237	0.1120234726
238	0.1118644837
239	0.1116959898
240	0.1114682539
241	0.111289743
242	0.1110576524
243	0.1109238253
244	0.110780794
245	0.11055982
246	0.110372232
247	0.1101675757
248	0.1100714129
249	0.1099361776
250	0.109713086
251	0.1095796728
252	0.1093904492
253	0.1092157831
254	0.1089847023
255	0.1088215828
256	0.108641252
257	0.1084552083
258	0.1083123976
259	0.1081289925
260	0.1079794334
261	0.1078098163
262	0.1077017796
263	0.1076087262
264	0.1074631999
265	0.1073267865
266	0.1072180676
267	0.1070811946
268	0.1069237911
269	0.106741711
270	0.1066541282
271	0.1065229595
272	0.1062975281
273	0.1060954997
274	0.1059958963
275	0.1058619124
276	0.105688846
277	0.1055519268
278	0.1053910728
279	0.1053266774
280	0.105205512
281	0.1050353754
282	0.1048608919
283	0.1047212111
284	0.1045931751
285	0.1043344276
286	0.1042266453
287	0.1040556459
288	0.1039389871
289	0.1037989162
290	0.1037305424
291	0.1035578169
292	0.1033916776
293	0.1032534513
294	0.1031553011
295	0.1030230797
296	0.102896781
297	0.1027137114
298	0.1025486106
299	0.1024087868
300	0.1023235729
301	0.1022057749
302	0.1021476245
303	0.1020272309
304	0.1019068176
305	0.1017905928
306	0.1017172765
307	0.1016062666
308	0.1015459422
309	0.1014522155
310	0.1012976755
311	0.1012168155
312	0.1010872749
313	0.1010350685
314	0.1009188134
315	0.1008000597
316	0.1006995685
317	0.1005484012
318	0.1004651187
319	0.1002847271
320	0.1002377184
321	0.1000746201
322	0.100023367
323	0.09990978484
324	0.09980340069
325	0.09967439593
326	0.09958522489
327	0.09945554479
328	0.09938177595
329	0.09921174243
330	0.09905642447
331	0.09891454347
332	0.09878755476
333	0.09862536824
334	0.09850251391
335	0.09843067608
336	0.0983321452
337	0.09827610551
338	0.09815206381
339	0.09801133942
340	0.09792524075
341	0.09784784043
342	0.09775179535
343	0.09760074312
344	0.09746657429
345	0.09725735129
346	0.09707625303
347	0.09700371365
348	0.09691296501
349	0.09673744488
350	0.09667684194
351	0.09664592
352	0.09647413493
353	0.09637287362
354	0.09624992794
355	0.09615525057
356	0.09606723687
357	0.09588908348
358	0.0957667494
359	0.09567244856
360	0.09553386195
361	0.09537588073
362	0.09533432096
363	0.09527399399
364	0.09520061349
365	0.09510798153
366	0.09500657687
367	0.09492322159
368	0.09483995609
369	0.09474933368
370	0.09467736627
371	0.09463232101
372	0.09456561852
373	0.09445317929
374	0.09432269712
375	0.09425223127
376	0.09415330466
377	0.09404492206
378	0.09398883141
379	0.09392837939
380	0.0938301041
381	0.09376073463
382	0.09368205812
383	0.09365428908
384	0.09358023745
385	0.09350747466
386	0.09336321112
387	0.09328809643
388	0.09318513531
389	0.09316254116
390	0.09313590075
391	0.09304061978
392	0.09298317133
393	0.09291389733
394	0.09289237035
395	0.09279203167
396	0.09267339611
397	0.09249974036
398	0.092411549
399	0.09233663713
400	0.0922227211
401	0.09208107532
402	0.09192627606
403	0.09182441715
404	0.09171121569
405	0.09162299494
406	0.09154831775
407	0.09147252768
408	0.09141559411
409	0.09128234588
410	0.09118535811
411	0.09115853441
412	0.0911157782
413	0.09107469812
414	0.09095699743
415	0.09087885218
416	0.09081605313
417	0.09072146551
418	0.09066120964
419	0.09063308337
420	0.09058919934
421	0.09050855426
422	0.09035841987
423	0.09032783632
424	0.09026411231
425	0.09017315421
426	0.09002549656
427	0.08997788727
428	0.08989879147
429	0.08982554531
430	0.08969789156
431	0.08963014089
432	0.08953379395
433	0.089498027
434	0.08939932489
435	0.08926620921
436	0.08917423294
437	0.08909141267
438	0.08907248724
439	0.08898122693
440	0.08884159242
441	0.08879025241
442	0.0887034565
443	0.08862779176
444	0.08858680802
445	0.08849685933
446	0.08841634619
447	0.0883129126
448	0.08825139964
449	0.08822585017
450	0.08811863257
451	0.08801132335
452	0.08796464168
453	0.08793973985
454	0.08790697519
455	0.08781587521
456	0.08774542143
457	0.08769955307
458	0.08756772701
459	0.087508601
460	0.08739616995
461	0.08731343713
462	0.08727520944
463	0.08721197677
464	0.08714125577
465	0.08708810759
466	0.08699018512
467	0.08685826873
468	0.08683433656
469	0.08673068554
470	0.08663033954
471	0.08654537858
472	0.08651293848
473	0.08649172514
474	0.08641198993
475	0.08636052333
476	0.08631219539
477	0.08624758182
478	0.08616702734
479	0.08614052021
480	0.08612327989
481	0.0860535435
482	0.08598353334
483	0.08591645582
484	0.08578490352
485	0.08566407901
486	0.08557026233
487	0.08546641932
488	0.08539690164
489	0.08533938338
490	0.08523540757
491	0.08517505206
492	0.08511506687
493	0.08509319924
494	0.08495824447
495	0.08485971683
496	0.084794274
497	0.0846986907
498	0.0846458159
499	0.08461139829
500	0.08459360484
501	0.0845078405
502	0.08443059801
503	0.08437499889
504	0.08429225073
505	0.08423578925
506	0.08421490032
507	0.08412434088
508	0.08407514454
509	0.08394509808
510	0.08390731633
511	0.08384886267
512	0.0838218043
513	0.08379651991
514	0.08375473566
515	0.08370882599
516	0.08364706589
517	0.08357883825
518	0.08354927137
519	0.08349458154
520	0.08344171929
521	0.08334452892
522	0.08325217387
523	0.08319740567
524	0.08315592033
525	0.08304359479
526	0.08297306715
527	0.08288770816
528	0.0827958172
529	0.08271941735
530	0.08264466948
531	0.08255019735
532	0.08250025307
533	0.08247278016
534	0.08245033843
535	0.08235642511
536	0.08228755885
537	0.08221631682
538	0.08212454515
539	0.08210917143
540	0.08202720735
541	0.08198676434
542	0.08190512498
543	0.08181033803
544	0.08170791133
545	0.08163510799
546	0.08154328123
547	0.08150083819
548	0.0814217905
549	0.08135051938
550	0.08126340432
551	0.08121298403
552	0.08116748878
553	0.08111263483
554	0.08104578451
555	0.08098396212
556	0.08094196687
557	0.08085051111
558	0.08078141959
559	0.08070910242
560	0.08063695454
561	0.08053369572
562	0.08050006072
563	0.0804399685
564	0.08036784702
565	0.08031456639
566	0.08022328255
567	0.08016887681
568	0.08009083674
569	0.08006406361
570	0.0799717476
571	0.07988488854
572	0.07978852849
573	0.07969239321
574	0.07964739741
575	0.07957727316
576	0.07948044528
577	0.07939857948
578	0.07936462886
579	0.07931932669
580	0.07928577368
581	0.07924420154
582	0.07916644542
583	0.0790808227
584	0.0790404722
585	0.07896209969
586	0.07890164849
587	0.07881010563
588	0.07873577367
589	0.07866034651
590	0.07864557307
591	0.0786183048
592	0.07855842497
593	0.0785220216
594	0.07842892415
595	0.07834785343
596	0.07827636914
597	0.07825859329
598	0.07814861837
599	0.07809283094
600	0.07803679783
601	0.07796935318
602	0.07792631684
603	0.07788679071
604	0.0778174834
605	0.07778838354
606	0.07775083404
607	0.07773392328
608	0.07771729408
609	0.07763255533
610	0.07754772194
611	0.0774514173
612	0.0774140885
613	0.07737475404
614	0.07735027517
615	0.07730897915
616	0.07726093374
617	0.07717866705
618	0.07711247512
619	0.0770383596
620	0.07692905957
621	0.07686905493
622	0.0767872417
623	0.07672099112
624	0.07665804268
625	0.0766002736
626	0.07652394269
627	0.07644364757
628	0.07642279335
629	0.0763492538
630	0.07628939651
631	0.07617931875
632	0.0761504981
633	0.07605504135
634	0.07604116964
635	0.0760090073
636	0.07597488703
637	0.07594461631
638	0.07589095275
639	0.07585533482
640	0.07582419079
641	0.07571967244
642	0.07561370137
643	0.07551621128
644	0.07549201293
645	0.07543046582
646	0.07539613317
647	0.07532321737
648	0.07526346488
649	0.07522778907
650	0.07517340173
651	0.07511659452
652	0.07504363578
653	0.07501881144
654	0.07498946545
655	0.07491322714
656	0.07480998049
657	0.07471258751
658	0.07464128901
659	0.07460501437
660	0.07459219476
661	0.07453524802
662	0.07447803974
663	0.0744562998
664	0.07439861178
665	0.07435934839
666	0.07430865283
667	0.07425342814
668	0.07419480221
669	0.0740940892
670	0.07407392659
671	0.07398950629
672	0.07396945132
673	0.0739053895
674	0.07384378692
675	0.07374969309
676	0.07369292272
677	0.07364084727
678	0.07361106394
679	0.07357522401
680	0.0735070565
681	0.07345707233
682	0.0733996117
683	0.073312434
684	0.07329983949
685	0.07321449415
686	0.07320415063
687	0.07317592185
688	0.07312216172
689	0.07306606662
690	0.07296926969
691	0.07289279953
692	0.07284299826
693	0.07278175459
694	0.07269613622
695	0.07264499551
696	0.072573205
697	0.07248442025
698	0.07242491293
699	0.07241553973
700	0.07232222007
701	0.07225352011
702	0.07219886909
703	0.07215998235
704	0.0720779056
705	0.07206528829
706	0.07199359298
707	0.07193674904
708	0.07186997927
709	0.07178444276
710	0.07172991485
711	0.07164300419
712	0.07156463866
713	0.07149106312
714	0.07144152361
715	0.07140712872
716	0.07135390558
717	0.07127299807
718	0.07124020788
719	0.07119590276
720	0.07113836256
721	0.07109126117
722	0.07102740198
723	0.07095795204
724	0.07095045794
725	0.07090287322
726	0.0708520236
727	0.07076519274
728	0.0706913626
729	0.07064469462
730	0.07063396382
731	0.0705386779
732	0.07052679806
733	0.07050971534
734	0.07046295067
735	0.07040708559
736	0.07036279345
737	0.07032480389
738	0.07026170941
739	0.07019794933
740	0.07014961476
741	0.07007455472
742	0.07006579389
743	0.07002319714
744	0.06997206389
745	0.06991025788
746	0.06985066207
747	0.06983768357
748	0.06982281215
749	0.06974264385
750	0.06967425181
751	0.0696239772
752	0.06956107481
753	0.0695060948
754	0.06942852603
755	0.06941564652
756	0.06938714531
757	0.06931214287
758	0.06925515316
759	0.06924381625
760	0.06918712624
761	0.06916258048
762	0.06910708099
763	0.06907098603
764	0.06899030708
765	0.06892649365
766	0.06889932193
767	0.06883889511
768	0.06876391867
769	0.06874749467
770	0.06873983769
771	0.06868145907
772	0.06860861815
773	0.06854208978
774	0.06851688494
775	0.0685017776
776	0.06845266343
777	0.06840650431
778	0.06839065817
779	0.06834404378
780	0.06830644958
781	0.06824514258
782	0.0681910738
783	0.06812306723
784	0.06808196791
785	0.06802896113
786	0.06797633055
787	0.06793211407
788	0.0678409322
789	0.0678002727
790	0.06772843718
791	0.06766402099
792	0.06758576109
793	0.06751780124
794	0.06751117139
795	0.067434713
796	0.0673713908
797	0.06730684735
798	0.06725239107
799	0.06718088336
800	0.0671412734
801	0.06708330972
802	0.06706834455
803	0.06701827267
804	0.06695054289
805	0.06688223779
806	0.06686479788
807	0.06681809383
808	0.06677879719
809	0.06675277693
810	0.06669291809
811	0.06668139487
812	0.06663990807
813	0.06656255175
814	0.06648413105
815	0.06642490678
816	0.06638303309
817	0.06633416437
818	0.06628446153
819	0.06627825427
820	0.06623845556
821	0.06622961162
822	0.0661683393
823	0.06609880551
824	0.06606516626
825	0.06599171333
826	0.06596502455
827	0.0659092617
828	0.06583001085
829	0.0657828104
830	0.06570859487
831	0.06566699208
832	0.06562141761
833	0.06557220901
834	0.06553053822
835	0.06548035065
836	0.06543640277
837	0.06536604352
838	0.06535980453
839	0.06529835834
840	0.0652324272
841	0.06514790021
842	0.06505505428
843	0.06504915503
844	0.06500497129
845	0.06493363837
846	0.06488384339
847	0.06482598707
848	0.06476260168
849	0.06470235694
850	0.06464066311
851	0.06456751022
852	0.06456093375
853	0.06455357334
854	0.06446640063
855	0.06440627734
856	0.06434610567
857	0.06432141939
858	0.06431496684
859	0.06425138059
860	0.06424316326
861	0.06419065345
862	0.06412466986
863	0.0640528504
864	0.06400498965
865	0.06393940877
866	0.06391049442
867	0.0638673619
868	0.06381248314
869	0.06377585304
870	0.06371453986
871	0.0636700523
872	0.06363741235
873	0.06358585474
874	0.06356118811
875	0.06348795237
876	0.06348106783
877	0.06344665593
878	0.06342362577
879	0.06336199613
880	0.06334957647
881	0.06326581095
882	0.0632541049
883	0.06324886298
884	0.06323723632
885	0.063187196
886	0.06314552441
887	0.06309425743
888	0.06305509729
889	0.06300650949
890	0.06293221628
891	0.06290405547
892	0.06286352904
893	0.06281385228
894	0.06277008688
895	0.06271671584
896	0.06265783594
897	0.06261356085
898	0.06255932732
899	0.06251351497
900	0.06250676707
901	0.06247160133
902	0.06243154065
903	0.06242701672
904	0.06238995844
905	0.06234099812
906	0.06230120538
907	0.06225189631
908	0.06219531309
909	0.0621380972
910	0.06213333249
911	0.06207734627
912	0.06203916318
913	0.06195777577
914	0.06187872084
915	0.06180260827
916	0.06176246709
917	0.0617042869
918	0.06167472974
919	0.06167074809
920	0.0616026226
921	0.06157681893
922	0.06152823576
923	0.06149753753
924	0.06145070665
925	0.06142069631
926	0.06137090168
927	0.0613132033
928	0.06130900056
929	0.06127029696
930	0.0612321768
931	0.06117295389
932	0.06112782204
933	0.06107722746
934	0.0610191254
935	0.06100734329
936	0.06095650859
937	0.06089660969
938	0.06084281483
939	0.06080801108
940	0.06075505896
941	0.06070222673
942	0.06066458418
943	0.06062050781
944	0.0605766318
945	0.06052232705
946	0.0605182942
947	0.06047671964
948	0.06043612288
949	0.06040301852
950	0.06035162534
951	0.06029275191
952	0.06025124924
953	0.06019760564
954	0.06018450664
955	0.06012964288
956	0.06008741949
957	0.06002983167
958	0.05998915645
959	0.05994215921
960	0.05990726225
961	0.05986893525
962	0.05983366466
963	0.05977772205
964	0.059743964
965	0.05968192269
966	0.05961865505
967	0.0595680577
968	0.05953281306
969	0.05948208279
970	0.05944201723
971	0.0594025532
972	0.05936269273
973	0.05930493685
974	0.05923664982
975	0.05916793796
976	0.05916093464
977	0.05911791457
978	0.05911409461
979	0.05908077414
980	0.05904393324
981	0.05897890283
982	0.05892915945
983	0.05888620978
984	0.05883379317
985	0.05876904339
986	0.05872838438
987	0.058691865
988	0.05864363988
989	0.05858598689
990	0.05854164988
991	0.05848812074
992	0.05848396118
993	0.05844589944
994	0.05838444568
995	0.05837999976
996	0.05832866498
997	0.0582786238
998	0.05821791927
999	0.05817409916
1000	0.0581536606
1001	0.05810680891
1002	0.05806511691
1003	0.05801929687
1004	0.0579577243
1005	0.05794149435
1006	0.05789744049
1007	0.05786885083
1008	0.05785356491
1009	0.05781862633
1010	0.05777307291
1011	0.05771788786
1012	0.05766762584
1013	0.05760999715
1014	0.0575597182
1015	0.05750651057
1016	0.05745805313
1017	0.05739130083
1018	0.05733731678
1019	0.05726463338
1020	0.0572215177
1021	0.05717413897
1022	0.05713537891
1023	0.05708687253
1024	0.0570455972
1025	0.05699829166
1026	0.05699403724
1027	0.05696137465
1028	0.05692646574
1029	0.05686686872
1030	0.05681901421
1031	0.0567753794
1032	0.05674609113
1033	0.05674006133
1034	0.05669865445
1035	0.05665991894
1036	0.05665074199
1037	0.05659907623
1038	0.05656562219
1039	0.05653493205
1040	0.05647276
1041	0.05646582985
1042	0.05642810977
1043	0.05637494862
1044	0.05633842636
1045	0.05630501818
1046	0.05624672462
1047	0.05618294475
1048	0.05613683743
1049	0.05613058193
1050	0.05608135712
1051	0.05604966725
1052	0.05599436222
1053	0.0559410055
1054	0.05593644005
1055	0.0558763386
1056	0.05585093763
1057	0.0557990613
1058	0.05573692977
1059	0.05569874984
1060	0.05566826384
1061	0.05562259345
1062	0.05558811983
1063	0.05555035201
1064	0.05548943341
1065	0.05543720558
1066	0.05540786945
1067	0.0553556857
1068	0.05531817899
1069	0.0552671337
1070	0.0552270839
1071	0.0551804627
1072	0.05515114239
1073	0.05514472433
1074	0.05508109483
1075	0.05506622201
1076	0.05503494135
1077	0.05500618478
1078	0.05496449316
1079	0.0549228378
1080	0.05491869422
1081	0.05487399314
1082	0.05481160723
1083	0.05476070803
1084	0.0546959622
1085	0.0546529797
1086	0.05462158076
1087	0.05458462773
1088	0.05455828783
1089	0.05452439717
1090	0.05448438462
1091	0.05445255585
1092	0.05442894111
1093	0.05439355058
1094	0.05436183612
1095	0.05435863293
1096	0.05432413245
1097	0.05430142397
1098	0.05427480704
1099	0.05422700961
1100	0.05418922015
1101	0.05414818361
1102	0.05408765573
1103	0.05406088843
1104	0.05403239719
1105	0.05400558032
1106	0.05394155466
1107	0.05390319897
1108	0.05383974557
1109	0.05378650198
1110	0.05377677751
1111	0.05374618769
1112	0.053706597
1113	0.05365080195
1114	0.05360000094
1115	0.05358104377
1116	0.05352333592
1117	0.05346529384
1118	0.05342912228
1119	0.05338800642
1120	0.05334530066
1121	0.05330045034
1122	0.05326923784
1123	0.05326347318
1124	0.05323232951
1125	0.05318905301
1126	0.05316075135
1127	0.0531034322
1128	0.05307051181
1129	0.0530205677
1130	0.05297431605
1131	0.05292881958
1132	0.05288231618
1133	0.05284727151
1134	0.05278223603
1135	0.052730563
1136	0.05267635155
1137	0.05263724812
1138	0.05261040993
1139	0.05257595484
1140	0.05257211412
1141	0.05254754174
1142	0.05254393976
1143	0.05248838542
1144	0.05244710831
1145	0.05240798299
1146	0.05236993233
1147	0.05233119838
1148	0.05229946233
1149	0.05225468239
1150	0.05219617257
1151	0.05215272766
1152	0.05211718438
1153	0.05206843658
1154	0.05203312463
1155	0.05198289387
1156	0.05197856271
1157	0.05193339805
1158	0.05189999234
1159	0.05186725425
1160	0.05182887801
1161	0.05178445764
1162	0.05176219942
1163	0.05175899056
1164	0.05172014667
1165	0.05168932663
1166	0.05164484324
1167	0.05161134677
1168	0.05156155822
1169	0.05151537071
1170	0.05147362794
1171	0.05142719814
1172	0.05142429729
1173	0.05138857728
1174	0.05134745558
1175	0.05134460459
1176	0.05130712062
1177	0.05128031993
1178	0.05123189803
1179	0.05118017093
1180	0.05114720341
1181	0.05114426377
1182	0.05110078503
1183	0.05108915049
1184	0.05105773822
1185	0.0510214643
1186	0.05097211215
1187	0.05093586845
1188	0.05090123348
1189	0.05087009749
1190	0.05081279983
1191	0.05080353699
1192	0.05078736087
1193	0.05078424655
1194	0.05073772334
1195	0.05073501106
1196	0.05069096757
1197	0.05066912289
1198	0.05066479765
1199	0.05060630582
1200	0.05057530119
1201	0.05053421395
1202	0.05048562195
1203	0.05044583414
1204	0.05042478751
1205	0.0503791529
1206	0.05034549257
1207	0.05029711725
1208	0.05025424119
1209	0.05022136742
1210	0.05018105291
1211	0.05016289089
1212	0.05015605637
1213	0.05012213008
1214	0.0500691102
1215	0.05004568988
1216	0.05000614706
1217	0.05000338368
1218	0.049999559
1219	0.04996129213
1220	0.04992986625
1221	0.04992603624
1222	0.04989114274
1223	0.04984237919
1224	0.04979748993
1225	0.04977241769
1226	0.04972317647
1227	0.04967587484
1228	0.04964080182
1229	0.04960509154
1230	0.04956038331
1231	0.04954303635
1232	0.04950495999
1233	0.04945404083
1234	0.04940040311
1235	0.04935910581
1236	0.04932553871
1237	0.04927659064
1238	0.0492335657
1239	0.04919778624
1240	0.0491619595
1241	0.04912609562
1242	0.0490769143
1243	0.0490354513
1244	0.04901595195
1245	0.04901106551
1246	0.04897813085
1247	0.04895253672
1248	0.04890604632
1249	0.04884667106
1250	0.04884230614
1251	0.04881414567
1252	0.04878844986
1253	0.04878089266
1254	0.04874599634
1255	0.04871792318
1256	0.04868138492
1257	0.04865756816
1258	0.04861973223
1259	0.04858882855
1260	0.04857084545
1261	0.04853045002
1262	0.04849227686
1263	0.04846577294
1264	0.04842212327
1265	0.04838263902
1266	0.04834857413
1267	0.04831166942
1268	0.04830796144
1269	0.04826603111
1270	0.04823585815
1271	0.0482107176
1272	0.04819598131
1273	0.0481537021
1274	0.04812540919
1275	0.04809307487
1276	0.04805659712
1277	0.04803212557
1278	0.0479916404
1279	0.04795802489
1280	0.04792088125
1281	0.04789481712
1282	0.04785854664
1283	0.04782802721
1284	0.04780147914
1285	0.04777094047
1286	0.04773144128
1287	0.04769423591
1288	0.04765942542
1289	0.04762250265
1290	0.04761881799
1291	0.04758677903
1292	0.04754724622
1293	0.04751422507
1294	0.04747820616
1295	0.0474504432
1296	0.04741333195
1297	0.04739002282
1298	0.04736638908
1299	0.04735195792
1300	0.04732149999
1301	0.04728999995
1302	0.04724923704
1303	0.0472196885
1304	0.04719065845
1305	0.04714651758
1306	0.04714401796
1307	0.04714026365
1308	0.04710333235
1309	0.04709527216
1310	0.04707011186
1311	0.04705347448
1312	0.04703373775
1313	0.0470110472
1314	0.04698331568
1315	0.04695473128
1316	0.04691487561
1317	0.0468837085
1318	0.04685111789
1319	0.04682969229
1320	0.04678470571
1321	0.04676931615
1322	0.04673424096
1323	0.04669478763
1324	0.04666725503
1325	0.04663310852
1326	0.04659913429
1327	0.04656375704
1328	0.04653357432
1329	0.04651496826
1330	0.04646947606
1331	0.04644305632
1332	0.0464041697
1333	0.0463707538
1334	0.04634316588
1335	0.04629268134
1336	0.04626527431
1337	0.04624383636
1338	0.046208645
1339	0.04618116658
1340	0.04617878343
1341	0.04612558436
1342	0.04609016671
1343	0.04605997242
1344	0.04602105508
1345	0.04597942719
1346	0.04593758732
1347	0.04590450816
1348	0.04586516102
1349	0.04582975066
1350	0.04581333753
1351	0.04577257188
1352	0.04574607575
1353	0.04570075959
1354	0.04566874511
1355	0.04563145995
1356	0.04561570692
1357	0.04559186652
1358	0.04556964054
1359	0.04553779209
1360	0.04550891356
1361	0.04546836141
1362	0.04545097387
1363	0.04543405715
1364	0.04540808921
1365	0.04537873959
1366	0.04535198267
1367	0.04531264088
1368	0.04527372149
1369	0.04523782452
1370	0.04522227797
1371	0.04521906443
1372	0.04518508049
1373	0.04514730471
1374	0.04511654662
1375	0.04508921482
1376	0.04505192079
1377	0.04503185855
1378	0.04499563756
1379	0.0449675404
1380	0.04494703823
1381	0.04491533196
1382	0.04488478417
1383	0.04484312994
1384	0.04480896949
1385	0.04478530982
1386	0.0447481959
1387	0.04472671884
1388	0.04468766771
1389	0.04465968547
1390	0.04463269744
1391	0.04460312522
1392	0.04458526971
1393	0.04455598677
1394	0.04452986411
1395	0.0445207383
1396	0.04448532715
1397	0.04445807002
1398	0.04443328813
1399	0.04441149209
1400	0.04436656096
1401	0.04433524648
1402	0.04431000356
1403	0.04428621217
1404	0.04423427397
1405	0.04420912871
1406	0.04419320203
1407	0.04416194328
1408	0.04413760023
1409	0.0441151721
1410	0.04409066404
1411	0.04405608824
1412	0.04403027236
1413	0.04400427208
1414	0.04398606887
1415	0.04395403679
1416	0.04391050501
1417	0.04387498803
1418	0.04385172336
1419	0.04382797653
1420	0.04380583439
1421	0.04377470761
1422	0.04374067478
1423	0.04371847699
1424	0.04367562881
1425	0.04364748708
1426	0.0436260657
1427	0.04358486271
1428	0.04355146234
1429	0.04352058079
1430	0.04348967935
1431	0.0434686027
1432	0.04345657846
1433	0.04342603661
1434	0.04340218358
1435	0.04338175954
1436	0.04334658146
1437	0.0433177964
1438	0.04329539759
1439	0.04326920043
1440	0.04324218536
1441	0.043219377
1442	0.04320187661
1443	0.04317772842
1444	0.0431373495
1445	0.04309409608
1446	0.04305606727
1447	0.04302413746
1448	0.04299043226
1449	0.04296648784
1450	0.04294502559
1451	0.04293899269
1452	0.04291794077
1453	0.0429154139
1454	0.04290797597
1455	0.04288059452
1456	0.04284291978
1457	0.04280799083
1458	0.04277940839
1459	0.042748402
1460	0.04271287959
1461	0.0426981748
1462	0.04266249181
1463	0.04264374613
1464	0.04260470424
1465	0.04257806638
1466	0.04253766331
1467	0.0425059893
1468	0.04246417452
1469	0.04242370492
1470	0.04239931317
1471	0.04235997446
1472	0.04234114772
1473	0.04230731014
1474	0.04228508656
1475	0.04225677655
1476	0.04222955101
1477	0.0421799279
1478	0.04215277059
1479	0.04211157998
1480	0.04210272496
1481	0.04207505298
1482	0.04202952785
1483	0.04200279704
1484	0.04197132374
1485	0.04194976082
1486	0.04193093168
1487	0.04190031795
1488	0.04187486191
1489	0.04184840209
1490	0.04182817126
1491	0.04179592663
1492	0.04177614993
1493	0.04175381341
1494	0.04175170847
1495	0.04171693447
1496	0.04168395975
1497	0.04166325924
1498	0.0416326637
1499	0.04159937568
1500	0.04155916871
1501	0.04154051872
1502	0.04153813489
