iter	RMSE
1503	0.04149845361
1504	0.04148430502
1505	0.04146526992
1506	0.04143410653
1507	0.04141537004
1508	0.04140362509
1509	0.04135083361
1510	0.04132134658
1511	0.0412987365
1512	0.04125618154
1513	0.04121978447
1514	0.04118232256
1515	0.04115382262
1516	0.04112811245
1517	0.04109442408
1518	0.04109253927
1519	0.04105645196
1520	0.041008359
1521	0.04096664002
1522	0.04093273646
1523	0.04090340742
1524	0.04088768301
1525	0.04087359128
1526	0.04085464384
1527	0.04083272991
1528	0.04083025238
1529	0.04080285812
1530	0.04077262571
1531	0.0407487964
1532	0.04072717756
1533	0.04069409976
1534	0.04065466071
1535	0.04061730152
1536	0.04061536613
1537	0.04058761123
1538	0.04055962079
1539	0.04052471934
1540	0.04050371879
1541	0.04050113648
1542	0.04047456781
1543	0.04044328501
1544	0.04040701497
1545	0.04038617207
1546	0.04036585765
1547	0.04034558494
1548	0.04033053934
1549	0.04030372097
1550	0.04027951505
1551	0.04024345287
1552	0.04020969975
1553	0.04017322567
1554	0.04013647116
1555	0.04010888548
1556	0.04008756642
1557	0.0400656124
1558	0.04003343463
1559	0.04001137605
1560	0.03998889261
1561	0.03998671986
1562	0.0399535151
1563	0.03992329938
1564	0.03988674869
1565	0.03988469527
1566	0.03984813114
1567	0.0398286833
1568	0.03980022776
1569	0.03977265367
1570	0.03973093469
1571	0.03970588526
1572	0.03966967774
1573	0.03965284339
1574	0.03963441514
1575	0.03960620595
1576	0.03957657897
1577	0.03955933605
1578	0.0395258396
1579	0.03952375452
1580	0.03949418446
1581	0.03946963226
1582	0.03946757808
1583	0.03943774424
1584	0.03943586995
1585	0.03942123339
1586	0.0394091466
1587	0.03939601635
1588	0.03937093078
1589	0.03934000224
1590	0.03931604171
1591	0.0393014888
1592	0.03927140787
1593	0.03924818467
1594	0.03922615505
1595	0.03918896703
1596	0.03916439289
1597	0.03914538129
1598	0.03910373135
1599	0.03909012815
1600	0.03905207316
1601	0.0390499049
1602	0.03901472161
1603	0.0390129234
1604	0.03898719557
1605	0.03897428894
1606	0.03893771967
1607	0.03890128904
1608	0.0388575709
1609	0.03882713519
1610	0.03879336027
1611	0.03876924997
1612	0.03873740113
1613	0.03873547021
1614	0.03870767303
1615	0.03868111528
1616	0.03865995702
1617	0.03863354388
1618	0.03861051397
1619	0.03860495834
1620	0.03857861045
1621	0.03857023127
1622	0.03856500562
1623	0.03852479505
1624	0.03849990841
1625	0.03847898794
1626	0.0384533841
1627	0.03842194511
1628	0.03839219284
1629	0.03836507254
1630	0.03834421449
1631	0.03832292399
1632	0.03830201044
1633	0.03828657643
1634	0.03825613092
1635	0.03823910835
1636	0.03820515684
1637	0.03818695139
1638	0.03815805603
1639	0.03813143025
1640	0.03810824904
1641	0.03809427203
1642	0.03809233728
1643	0.03806405085
1644	0.03804132915
1645	0.03801564793
1646	0.03801387883
1647	0.03798827662
1648	0.03796718196
1649	0.03793786801
1650	0.03791947669
1651	0.03790138925
1652	0.03788457757
1653	0.03785212612
1654	0.03784776576
1655	0.03782007582
1656	0.03781811457
1657	0.03778802944
1658	0.03778664936
1659	0.03778495899
1660	0.03778300415
1661	0.03776994351
1662	0.0377590424
1663	0.03774866987
1664	0.03771625436
1665	0.03769044918
1666	0.0376656655
1667	0.03764527098
1668	0.03762882205
1669	0.03758782638
1670	0.03756675615
1671	0.03754634743
1672	0.03752446544
1673	0.03749932883
1674	0.03746062206
1675	0.03744096501
1676	0.03742218706
1677	0.03739300078
1678	0.03736288998
1679	0.03736141064
1680	0.03733660969
1681	0.03730595336
1682	0.03727633185
1683	0.03723718994
1684	0.03721643728
1685	0.03719215216
1686	0.03715936728
1687	0.03713899225
1688	0.0371063149
1689	0.03708290746
1690	0.03708121808
1691	0.03703876443
1692	0.03703244229
1693	0.03701601485
1694	0.03700882559
1695	0.03698698173
1696	0.03696930673
1697	0.03693731311
1698	0.03690047606
1699	0.03686293908
1700	0.03683822996
1701	0.03679985665
1702	0.03676937116
1703	0.03673180669
1704	0.03670688856
1705	0.0366804547
1706	0.03665586127
1707	0.03663593788
1708	0.03662174623
1709	0.0365958371
1710	0.03657763739
1711	0.03654548643
1712	0.03652414352
1713	0.03649825353
1714	0.03647761793
1715	0.0364567664
1716	0.03643649842
1717	0.03643522681
1718	0.03640628838
1719	0.03638710858
1720	0.03636448633
1721	0.03633876695
1722	0.03632903527
1723	0.0363102631
1724	0.03628259408
1725	0.03627362357
1726	0.03626135634
1727	0.03623915491
1728	0.0362238455
1729	0.0362019746
1730	0.03619698603
1731	0.03616981188
1732	0.03613222221
1733	0.03612118114
1734	0.03609501819
1735	0.03608511959
1736	0.03604712054
1737	0.03603606419
1738	0.03601733018
1739	0.03599503402
1740	0.03597992958
1741	0.03595755739
1742	0.03592278556
1743	0.03590681669
1744	0.03588218408
1745	0.0358660151
1746	0.03584385759
1747	0.03581509192
1748	0.03579628844
1749	0.03577668865
1750	0.03575662407
1751	0.03574132741
1752	0.03571799953
1753	0.03570109148
1754	0.03567997831
1755	0.03565713632
1756	0.03564008599
1757	0.03561581591
1758	0.03559154497
1759	0.03557479513
1760	0.0355732124
1761	0.03555811103
1762	0.03554405146
1763	0.03553257512
1764	0.03552872877
1765	0.03549348643
1766	0.03547311596
1767	0.03546035044
1768	0.03543932029
1769	0.03542939352
1770	0.03542825046
1771	0.03540647403
1772	0.03537488387
1773	0.03535584629
1774	0.03533327606
1775	0.0353093792
1776	0.03528804206
1777	0.03526223451
1778	0.03523709805
1779	0.03521551917
1780	0.03519802498
1781	0.03517978275
1782	0.03517847522
1783	0.0351466358
1784	0.03512201228
1785	0.03510003605
1786	0.03508042061
1787	0.03505959195
1788	0.03504778721
1789	0.0350234812
1790	0.03500479665
1791	0.03497626027
1792	0.03497465486
1793	0.03497348269
1794	0.03494464521
1795	0.0349231487
1796	0.03490800396
1797	0.03489594066
1798	0.03487973783
1799	0.03486719898
1800	0.03485289089
1801	0.03482161458
1802	0.03479744835
1803	0.0347723972
1804	0.03476175111
1805	0.03473520027
1806	0.03471682874
1807	0.03470044827
1808	0.03468976433
1809	0.03466282302
1810	0.03464065167
1811	0.03462038153
1812	0.03460091619
1813	0.03459123719
1814	0.03458195357
1815	0.03456194849
1816	0.03456066287
1817	0.03455919083
1818	0.03453912191
1819	0.03451231196
1820	0.03448187998
1821	0.03446195653
1822	0.03443848958
1823	0.03441421937
1824	0.03437677662
1825	0.03435772012
1826	0.03435640048
1827	0.03434206231
1828	0.03430617086
1829	0.03428364442
1830	0.03426827767
1831	0.03423465474
1832	0.03422436355
1833	0.03419923771
1834	0.03417926414
1835	0.0341780778
1836	0.03416662566
1837	0.03413795436
1838	0.03411893486
1839	0.03409206358
1840	0.03407805413
1841	0.03405806385
1842	0.03404421746
1843	0.03401574354
1844	0.03398201932
1845	0.03398065506
1846	0.03396515308
1847	0.03394835804
1848	0.03392883209
1849	0.03391478558
1850	0.03389245971
1851	0.03387096267
1852	0.03386970479
1853	0.03385118973
1854	0.03381822894
1855	0.03381671502
1856	0.03379642033
1857	0.03377262868
1858	0.03375299916
1859	0.03373135038
1860	0.03370629875
1861	0.03368023841
1862	0.03365462167
1863	0.0336525625
1864	0.03363372754
1865	0.03361573687
1866	0.03359062698
1867	0.03356519238
1868	0.03355979912
1869	0.03354379193
1870	0.03354262853
1871	0.03351239574
1872	0.03348966368
1873	0.03348552333
1874	0.0334649082
1875	0.03344067608
1876	0.03341965764
1877	0.03340716409
1878	0.03339019847
1879	0.0333815667
1880	0.03338047264
1881	0.03336409402
1882	0.03334836532
1883	0.03333253936
1884	0.03330235431
1885	0.03328285246
1886	0.03328155459
1887	0.03325151517
1888	0.03325033608
1889	0.03324807624
1890	0.03323867265
1891	0.03321159083
1892	0.03318760716
1893	0.0331783582
1894	0.033153046
1895	0.03312485087
1896	0.03310875709
1897	0.03310030692
1898	0.0330737069
1899	0.0330545802
1900	0.03303737257
1901	0.03301755746
1902	0.03301612685
1903	0.03298684608
1904	0.03298536066
1905	0.03296839778
1906	0.03294738815
1907	0.03293494042
1908	0.0329151343
1909	0.03289011675
1910	0.03286288031
1911	0.03284463583
1912	0.03282287459
1913	0.03279483968
1914	0.03277603043
1915	0.03277386226
1916	0.03274951322
1917	0.03272903484
1918	0.03270411997
1919	0.03269060968
1920	0.0326664793
1921	0.03264780872
1922	0.03264643952
1923	0.03263538197
1924	0.03260496712
1925	0.03257093532
1926	0.03254808207
1927	0.03252514777
1928	0.0325050484
1929	0.03250401867
1930	0.03248167642
1931	0.03246604193
1932	0.03244708202
1933	0.03242973985
1934	0.03242867071
1935	0.03240849746
1936	0.03239525366
1937	0.0323785668
1938	0.03234634653
1939	0.03232473733
1940	0.03230849066
1941	0.03229282217
1942	0.03226742554
1943	0.03224431423
1944	0.03222856806
1945	0.03222102974
1946	0.03219599851
1947	0.03216580811
1948	0.03214797527
1949	0.03212264878
1950	0.03211095565
1951	0.03210999668
1952	0.0320938479
1953	0.03207973718
1954	0.0320622093
1955	0.03206099435
1956	0.03205980021
1957	0.03204268902
1958	0.03204050678
1959	0.03201763335
1960	0.03199652655
1961	0.03196180507
1962	0.03194259635
1963	0.03193489585
1964	0.03192202412
1965	0.03189958656
1966	0.03189540148
1967	0.03187768179
1968	0.03185379335
1969	0.03182970083
1970	0.03182306137
1971	0.03180860304
1972	0.03179172906
1973	0.03177792272
1974	0.03176366798
1975	0.03174379828
1976	0.03173165936
1977	0.03173029742
1978	0.03171379894
1979	0.0317022645
1980	0.03168621329
1981	0.03167821676
1982	0.03166157336
1983	0.03164707379
1984	0.03163885044
1985	0.03161610782
1986	0.03158669652
1987	0.03157915183
1988	0.03155770741
1989	0.03153720709
1990	0.03152317505
1991	0.03152195243
1992	0.03151001601
1993	0.031508822
1994	0.03149237869
1995	0.03146890739
1996	0.03143983804
1997	0.03142581681
1998	0.03142454943
1999	0.03140604292
